Epoch,Train Loss,Eval Loss,mAP
0,0.3713935613632202,5260.96630859375,0.005072337109595537
1,229.93785285949707,5279.09326171875,0.010232213884592056
2,0.3504558149725199,5286.75830078125,0.012558571994304657
3,196.20016479492188,5285.1474609375,0.014075622893869877
4,0.35040517896413803,5273.62548828125,0.01503648329526186
5,183.03427267074585,5317.6474609375,0.016324345022439957
6,0.350858798250556,5282.251953125,0.01707891747355461
7,233.0375394821167,5653.796875,0.018241550773382187
8,0.35015353560447693,5663.7890625,0.019991755485534668
9,183.29981136322021,5621.796875,0.019541624933481216
10,0.34998264722526073,5641.728515625,0.02131132408976555
11,173.9937081336975,5619.0927734375,0.021689902991056442
12,0.3490754347294569,5613.88232421875,0.021883809939026833
13,167.5709171295166,5648.3798828125,0.020766768604516983
14,0.34950334019958973,5613.33447265625,0.021869150921702385
